1.500323574,1.500329053,1.500346747,1.500376146
1.500123603,1.500129603,1.500148974,1.500181161
1.499897737,1.499904293,1.499925446,1.499960602
1.499643602,1.499650747,1.499673793,1.499712099
1.499358677,1.499366447,1.499391497,1.49943314
1.499040296,1.499048727,1.499075893,1.499121061
1.498685645,1.498694771,1.498724168,1.49877305
1.498291756,1.498301614,1.498333357,1.498386145
1.497855516,1.497866142,1.497900345,1.497957229
1.497373657,1.497385088,1.497421865,1.497483037
1.496842767,1.496855038,1.496894502,1.49696015
1.496259281,1.496272427,1.496314691,1.496385001
1.495619492,1.495633549,1.495678721,1.495753877
1.494919551,1.494934553,1.494982741,1.495062921
1.494155471,1.494171449,1.494222757,1.494308136
1.49332313,1.493340118,1.493394646,1.493485389
1.49241828,1.492436309,1.492494153,1.492590421
1.491436554,1.491455651,1.491516902,1.491618846
1.490373468,1.490393662,1.490458405,1.490566168
1.489224436,1.489245751,1.489314065,1.489427779
1.487984772,1.488007232,1.48807919,1.488198976
1.486649707,1.486673334,1.486749001,1.486874967
1.485214395,1.485239208,1.485318641,1.485450884
1.483673925,1.483699939,1.483783189,1.483921791
1.482023335,1.482050565,1.482137671,1.482282699
1.480257622,1.480286078,1.480377072,1.480528579
1.478371759,1.478401448,1.478496352,1.478654375
1.476360704,1.476391632,1.476490457,1.476655016
1.474219421,1.474251589,1.474354337,1.474525435
1.471942889,1.471976295,1.472082958,1.472260579
1.469526121,1.469560761,1.469671318,1.46985543
1.46696418,1.467000044,1.467114466,1.467305018
1.464252193,1.464289269,1.464407514,1.464604436
1.461385367,1.46142364,1.461545655,1.461748859
1.45835901,1.458398461,1.45852418,1.45873356
1.455168541,1.455209147,1.455338497,1.455553927
1.451809511,1.451851247,1.451984141,1.452205476
1.448277619,1.448320455,1.448456795,1.448683874
1.444568725,1.444612628,1.444752307,1.444984948
1.44067887,1.440723804,1.440866702,1.441104709
1.436604289,1.436650214,1.436796202,1.437039359
1.432341424,1.432388297,1.432537237,1.432785312
1.427886943,1.42793472,1.428086463,1.428339208
1.423237753,1.423286385,1.423440773,1.423697926
1.418391009,1.418440444,1.418597312,1.418858595
1.413344132,1.413394317,1.413553489,1.413818612
1.408094817,1.408145695,1.40830699,1.40857565
1.402641045,1.402692558,1.402855787,1.403127668
1.396981092,1.397033179,1.397198147,1.397472925
1.39111354,1.391166139,1.391332645,1.391609984
1.385037282,1.38509033,1.385258168,1.385537726
1.378751531,1.378804962,1.378973922,1.379255348
1.372255825,1.372309573,1.372479441,1.37276238
1.36555003,1.365604027,1.365774588,1.366058678
1.358634346,1.358688523,1.358859558,1.359144435
1.351509306,1.351563596,1.351734884,1.352020183
1.34417578,1.344230113,1.344401435,1.344686787
1.336634972,1.33668928,1.336860415,1.337145454
1.328888422,1.328942636,1.329113365,1.329397726
1.320938001,1.320992052,1.321162157,1.321445477
1.312785906,1.312839727,1.313008993,1.313290912
1.304434659,1.304488183,1.304656398,1.304936563
1.295887098,1.29594026,1.296107215,1.296385278
1.287146373,1.287199108,1.287364598,1.287640218
1.278215933,1.278268178,1.278432004,1.27870485
1.269099522,1.269151217,1.269313184,1.269582933
1.259801169,1.259852253,1.260012175,1.260278512
1.250325174,1.25037559,1.250533285,1.250795909
1.240676099,1.240725792,1.240881084,1.241139704
1.230858754,1.230907671,1.231060394,1.231314732
1.220878187,1.220926278,1.221076272,1.221326064
1.210739669,1.210786885,1.210934,1.211178993
1.200448679,1.200494974,1.200639067,1.200879024
1.190010891,1.190056223,1.19019716,1.190431857
1.17943216,1.179476488,1.179614144,1.179843374
1.168718503,1.168761791,1.168896049,1.169119619
1.15787609,1.157918302,1.158049057,1.158266789
1.146911223,1.146952328,1.147079481,1.147291213
1.135830322,1.135870292,1.135993756,1.136199341
1.124639912,1.124678721,1.124798416,1.124997724
1.113346603,1.113384228,1.113500085,1.113693
1.101957079,1.101993499,1.102105458,1.102291881
1.090478078,1.090513277,1.090621287,1.090801132
1.078916382,1.078950345,1.079054365,1.079227563
1.067278797,1.067311514,1.067411509,1.067578006
1.055572145,1.055603606,1.055699553,1.055859306
1.043803242,1.04383344,1.043925323,1.044078308
1.03197889,1.032007823,1.032095634,1.032241837
1.020105863,1.020133528,1.020217267,1.020356691
1.00819089,1.008217291,1.008296965,1.008429622
0.99624065,0.996265789,0.996341415,0.99646733
0.984261753,0.984285636,0.984357236,0.984476447
0.972260734,0.972283369,0.972350972,0.972463527
0.960244039,0.960265436,0.960329077,0.960435037
0.948218017,0.948238188,0.94829791,0.948397344
0.936188911,0.93620787,0.936263719,0.936356706
0.924162847,0.924180609,0.924232638,0.924319266
0.912145827,0.91216241,0.912210677,0.912291042
0.900143724,0.900159146,0.900203712,0.900277918
0.888162269,0.88817655,0.888217483,0.888285642
0.876207052,0.876220214,0.876257584,0.876319813
0.864283513,0.864295576,0.864329458,0.864385881
0.852396933,0.852407923,0.852438394,0.852489139
0.840552438,0.840562379,0.840589519,0.840634721
0.828754989,0.828763905,0.828787797,0.828827594
0.81700938,0.817017297,0.817038027,0.817072561
0.805320236,0.805327181,0.805344836,0.805374252
0.793692011,0.793698011,0.793712679,0.793737125
0.782128985,0.782134068,0.782145839,0.782165465
0.770635265,0.770639459,0.770648424,0.770663382
0.759214782,0.759218114,0.759224366,0.759234809
0.747871291,0.747873791,0.747877422,0.747883504
0.736608374,0.73661007,0.736611173,0.736613049
0.725429437,0.725430358,0.725429025,0.72542685
0.714337713,0.714337887,0.714334213,0.71432814
